MEMBERSHIP BY GRADE/RACE/GENDER BY SCHOOL,,,,,,,,,,,,,,
"SCHOOL YEAR 2014-15, SURVEY 2 as of 12/20/14",,,,,,,,,,,,,,
SCHOOL TOTALS,,,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the 
performance of individuals would not be disclosed.  Data for groups less than 10 are displayed with an asterisk (*).  
Blank cells indicate no population for that subgroup.",,,,,,,,,,,,,,
District #,District,School #,School ,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female Total,Male Total,Total
56,ST. LUCIE,0162,PERFORMANCE BASED PREPARATORY,11,12,39,9, , ,1,2,34,29,63
56,ST. LUCIE,0162,PERFORMANCE BASED PREPARATORY,12,17,61,16, , , ,2,48,48,96
56,ST. LUCIE,0162,SCHOOL TOTALS,TOTAL,36,120,27, , ,1,5,94,95,189
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,PK, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,KG, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,1, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,2, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,3, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,4, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,5, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,6, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,7, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,8, , , , , , , , , , 
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,9,91,221,104,4,3, ,16,237,202,439
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,10,82,235,91,3,1,1,5,238,180,418
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,11,87,153,44,4,1, ,11,155,145,300
56,ST. LUCIE,0201,FORT PIERCE WESTWOOD HIGH SCHL,12,89,115,39,3, ,2,5,146,107,253
56,ST. LUCIE,0201,SCHOOL TOTALS,TOTAL,349,724,278,14,5,3,37,776,634,"1,410"
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,PK,3,6,2, , , ,2,8,5,13
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,KG, , , , , , , , , , 
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,1, , , , , , , , , , 
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,2, , , , , , , , , , 
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,3, , , , , , , , , , 
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,4, , , , , , , , , , 
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,5, , , , , , , , , , 
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,6,*,*,*,*,*,*,*,*,*,*
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,7,7,23,9, , , , ,13,26,39
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,8,15,58,20, , , ,2,24,71,95
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,9,3,19,6,1, ,1, ,8,22,30
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,10,6,19,5, , , ,3,9,24,33
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,11,5,15,5, , , , ,9,16,25
56,ST. LUCIE,0205,DALE CASSENS EDUCATION COMPLEX,12,9,12,6, , , , ,10,17,27
56,ST. LUCIE,0205,SCHOOL TOTALS,TOTAL,51,153,54,1, ,1,7,82,185,267
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,KG,60,18,19,3, , ,3,50,53,103
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,1,53,13,24,1, ,1,5,49,48,97
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,2,52,14,30,4, , ,5,56,49,105
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,3,43,16,25,6, , ,4,51,43,94
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,4,73,13,23,1, , ,1,55,56,111
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,5,57,11,22,3, , ,5,42,56,98
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0221,MORNINGSIDE ELEMENTARY SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0221,SCHOOL TOTALS,TOTAL,340,85,143,18, ,1,23,304,306,610
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,PK,21,7,10, , , ,2,20,20,40
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,KG,47,49,13,1, , ,2,52,60,112
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,1,47,52,23,3, , ,5,66,64,130
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,2,36,41,19,3, , ,4,52,51,103
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,3,51,47,21, , , ,6,61,64,125
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,4,33,25,20,3, , ,4,47,38,85
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,5,36,52,13,1, , , ,49,53,102
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0231,LAKEWOOD PARK ELEM. SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0231,SCHOOL TOTALS,TOTAL,271,273,119,11, , ,23,347,350,697
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,KG,44,11,27,1,1, ,4,48,40,88
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,1,54,28,22,1,1, ,5,54,57,111
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,2,59,19,32, , , ,3,51,62,113
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,3,50,18,37,1,1,1,2,44,66,110
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,4,55,20,27, ,1, ,11,58,56,114
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,5,47,11,24, , , ,4,36,50,86
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0241,FLORESTA ELEMENTARY SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0241,SCHOOL TOTALS,TOTAL,310,108,169,3,4,1,30,292,333,625
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,PK,15,12,13,4, , ,3,18,29,47
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,KG,36,28,19,1, ,2,9,47,48,95
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,1,50,24,36,4, , ,6,52,68,120
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,2,37,27,37,1,1,1,7,50,61,111
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,3,43,29,35,2,1, ,3,51,62,113
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,4,55,29,35,1,1,1,4,55,71,126
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,5,29,40,28, , , ,5,46,56,102
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0251,BAYSHORE ELEMENTARY SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0251,SCHOOL TOTALS,TOTAL,265,189,203,13,3,4,37,319,395,714
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,PK,6,9,12, , , ,1,10,18,28
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,KG,26,16,23, , , ,5,31,39,70
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,1,27,32,18,2,2, ,3,38,46,84
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,2,47,28,31,3, , ,2,49,62,111
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,3,46,19,32,5,2, ,7,54,57,111
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,4,45,30,30, ,1,1,6,55,58,113
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,5,41,17,29, , , ,4,42,49,91
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,6,71,51,56,6,1,2,8,80,115,195
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,7,91,43,53,4,1, ,12,98,106,204
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,8,104,46,60,5,2, ,10,109,118,227
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0261,NORTHPORT K-8 SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0261,SCHOOL TOTALS,TOTAL,504,291,344,25,9,3,58,566,668,"1,234"
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,PK,7,6,12,2, , ,1,7,21,28
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,KG,47,28,33,2,1, ,4,56,59,115
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,1,50,24,58,3,1, ,5,68,73,141
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,2,48,26,41,5, , ,9,55,74,129
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,3,39,34,56,2, , ,5,62,74,136
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,4,43,30,45,5, , ,2,64,61,125
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,5,30,39,40,2, ,1,10,50,72,122
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0271,WINDMILL POINT ELEM SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0271,SCHOOL TOTALS,TOTAL,264,187,285,21,2,1,36,362,434,796
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,PK,*,*,*,*,*,*,*,*,*,*
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,KG,33,19,17,1, , ,2,42,30,72
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,1,47,22,28,5, , ,4,52,54,106
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,2,32,24,27,1, , ,2,33,53,86
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,3,32,20,23,3, , ,2,31,49,80
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,4,39,14,28,3, , ,8,47,45,92
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,5,32,13,21,3, , ,3,34,38,72
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,6, , , , , , , , , , 
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,7, , , , , , , , , , 
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,8, , , , , , , , , , 
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,9, , , , , , , , , , 
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,10, , , , , , , , , , 
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,11, , , , , , , , , , 
56,ST. LUCIE,0281,VILLAGE GREEN ENVIRONMENTAL ST,12, , , , , , , , , , 
56,ST. LUCIE,0281,SCHOOL TOTALS,TOTAL,216,112,144,16, , ,21,239,270,509
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,PK, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,KG, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,1, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,2, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,3, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,4, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,5, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,9,181,78,92,8, ,2,21,174,208,382
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,10,205,81,102,13, ,3,19,191,232,423
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,11,170,81,80,7,1,3,18,182,178,360
56,ST. LUCIE,0301,PORT ST. LUCIE HIGH SCHOOL,12,208,77,92,4, ,3,12,176,220,396
56,ST. LUCIE,0301,SCHOOL TOTALS,TOTAL,764,317,366,32,1,11,70,723,838,"1,561"
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,PK,17,11,7, , , ,2,12,25,37
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,KG,28,12,22,2, , ,5,36,33,69
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,1,35,16,24,2,1, ,6,35,49,84
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,2,40,19,34,1, , ,1,51,44,95
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,3,28,37,22, , , ,8,44,51,95
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,4,27,28,25,2,1,1,6,39,51,90
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,5,33,22,26, , ,2,5,34,54,88
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0311,PARKWAY ELEMENTARY SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0311,SCHOOL TOTALS,TOTAL,208,145,160,7,2,3,33,251,307,558
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,PK, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,KG, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,1, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,2, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,3, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,4, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,5, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,6,105,54,79,7, ,1,12,137,121,258
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,7,110,55,67,6, ,1,13,121,131,252
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,8,125,56,87,8, ,1,17,136,158,294
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0331,SOUTHPORT MIDDLE SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0331,SCHOOL TOTALS,TOTAL,340,165,233,21, ,3,42,394,410,804
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,PK,9,5,13, , , ,1,10,18,28
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,KG,52,23,32,1, , ,6,58,56,114
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,1,35,28,34,2, ,1,9,52,57,109
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,2,53,21,47, , ,2,4,69,58,127
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,3,66,19,34,3,1,1,10,64,70,134
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,4,47,29,33,1, ,2,4,57,59,116
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,5,45,21,37,3,1,2,5,56,58,114
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0341,MARIPOSA ELEMENTARY SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0341,SCHOOL TOTALS,TOTAL,307,146,230,10,2,8,39,366,376,742
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,KG,45,16,42, , , ,7,49,61,110
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,1,50,22,58,1, , ,3,56,78,134
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,2,40,35,46,2, , ,9,62,70,132
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,3,55,37,49,3, , ,3,57,90,147
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,4,44,27,47,4, ,1,4,55,72,127
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,5,51,33,52,1, , ,3,78,62,140
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,6,85,61,73,4, ,1,4,128,100,228
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,7,80,66,67,5, ,2,13,109,124,233
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,8,90,48,89,3, , ,6,106,130,236
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0351,OAK HAMMOCK K-8 SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0351,SCHOOL TOTALS,TOTAL,542,347,525,23, ,4,52,701,792,"1,493"
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,PK, , , , , , , , , , 
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,KG,36,30,26,3, , ,3,41,57,98
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,1,54,35,42,2,1,2,2,60,78,138
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,2,51,39,41,2, , ,3,75,61,136
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,3,61,43,52,6, ,2,4,86,82,168
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,4,66,49,35,1, ,1,8,69,91,160
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,5,57,52,40,2, , ,8,83,76,159
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,6,101,64,70,2, , ,5,127,115,242
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,7,98,56,56,3, , ,6,102,117,219
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,8,102,67,59,10, , ,6,114,130,244
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,9, , , , , , , , , , 
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,10, , , , , , , , , , 
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,11, , , , , , , , , , 
56,ST. LUCIE,0361,MANATEE ACADEMY K-8,12, , , , , , , , , , 
56,ST. LUCIE,0361,SCHOOL TOTALS,TOTAL,626,435,421,31,1,5,45,757,807,"1,564"
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,PK, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,KG, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,1, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,2, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,3, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,4, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,5, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,6,59,123,112,2, ,1,9,156,150,306
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,7,57,107,103,5, , ,4,117,159,276
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,8,64,109,96,2,1,1,8,131,150,281
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0371,FOREST GROVE MIDDLE SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0371,SCHOOL TOTALS,TOTAL,180,339,311,9,1,2,21,404,459,863
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,PK, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,KG,46,16,25, , , ,3,44,46,90
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,1,74,7,20,2, , ,7,64,46,110
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,2,72,22,28,2, , ,4,58,70,128
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,3,67,17,33,1, ,1,6,71,54,125
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,4,54,26,22,1, , ,7,50,60,110
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,5,69,17,20,3, , ,4,57,56,113
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,6, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,7, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,8, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,9, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,10, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,11, , , , , , , , , , 
56,ST. LUCIE,0381,RIVERS EDGE ELEMENTARY SCHOOL,12, , , , , , , , , , 
56,ST. LUCIE,0381,SCHOOL TOTALS,TOTAL,382,105,148,9, ,1,31,344,332,676
56,ST. LUCIE,0391,SOUTHERN OAKS MIDDLE SCHOOL,PK, , , , , , , , , , 
56,ST. LUCIE,0391,SOUTHERN OAKS MIDDLE SCHOOL,KG, , , , , , , , , , 
