MEMBERSHIP BY GRADE BY SCHOOL,,,,,,,,,,,,,,,,,,
"SCHOOL YEAR 2014-15, SURVEY 2 as of 12/21/14",,,,,,,,,,,,,,,,,,
SCHOOL TOTALS,,,,,,,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the 
performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  Blank cells indicate no population for that subgroup.",,,,,,,,,,,,,,,,,,
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,51,90,90,90,90,88,88, , , , , , , ,587
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,62,104,115,121,110,87,99, , , , , , , ,698
52,PINELLAS,1531,GIBBS HIGH SCHOOL, , , , , , , , , , ,421,363,300,263,"1,347"
52,PINELLAS,1691,GULFPORT MONTESSOURI ELEM.SCHL,29,102,118,118,106,81,80, , , , , , , ,634
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL,20,80,87,105,82,104,97, , , , , , , ,575
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL, ,1,1,7,7,6,4,10,11,12,11,10,7,4,91
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,30,110,131,126,143,79,105, , , , , , , ,724
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMEN,25,94,92,96,94,89,84, , , , , , , ,574
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM., ,54,54,54,54,65,66, , , , , , , ,347
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,29,70,79,100,98,65,47, , , , , , , ,488
52,PINELLAS,2031,LAKEWOOD HIGH SCHOOL, , , , , , , , , , ,357,272,292,267,"1,188"
52,PINELLAS,2081,LARGO HIGH SCHOOL,14, , , , , , , , , ,493,472,360,338,"1,677"
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHO,28,85,92,84,85,61,74, , , , , , , ,509
52,PINELLAS,2151,LEALMAN INTERMEDIATE, , , , , , ,78,81,101,110, , , , ,370
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8, ,72,72,72,72,88,110,309,314,313, , , , ,"1,422"
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,30,74,75,76,80,51,71, , , , , , , ,457
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHL,35,109,125,116,110,126,108, , , , , , , ,729
52,PINELLAS,2321,MEADOWLAWN MIDDLE SCHOOL, , , , , , , ,385,411,445, , , , ,"1,241"
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,22,75,84,70,81,61,43, , , , , , , ,436
52,PINELLAS,2431,MILDRED HELMS ELEM. SCHOOL,30,105,101,92,94,80,81, , , , , , , ,583
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY, , , , , ,13,16,18,15,9, , , , ,71
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,27,80,63,73,100,79,78, , , , , , , ,500
52,PINELLAS,2581,NINA HARRIS ESE CENTER,24,4,3,7,6,10,8,8,12,12,13,10,14,93,224
52,PINELLAS,2641,NORTHEAST HIGH SCHOOL, , , , , , , , , , ,543,474,439,416,"1,872"
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL, ,68,59,56,57,60,60, , , , , , , ,360
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,29,78,96,115,95,87,113, , , , , , , ,613
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL, , , , , , , ,5,19,24,24,25,14,12,123
52,PINELLAS,2861,OAK GROVE MIDDLE SCHOOL, , , , , , , ,346,319,406, , , , ,"1,071"
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,32,92,103,118,133,128,125, , , , , , , ,731
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,46,67,73,77,95,74,81, , , , , , , ,513
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL, ,48,61,51,69,60,66, , , , , , , ,355
52,PINELLAS,3031,OSCEOLA FUNDAMENTAL HIGH, , , , , , , , , , ,449,432,429,391,"1,701"
52,PINELLAS,3041,OSCEOLA MIDDLE SCHOOL, , , , , , , ,393,405,364, , , , ,"1,162"
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,47,97,93,96,127,124,142, , , , , , , ,726
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY, ,90,90,90,90,88,88, , , , , , , ,536
52,PINELLAS,3191,PALM HARBOR MIDDLE SCHOOL, , , , , , , ,436,457,483, , , , ,"1,376"
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL, ,1, ,1,7,5,8,9,5,10,12,16,21,11,106
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM., ,72,72,72,72,88,87, , , , , , , ,463
52,PINELLAS,3341,CLEARWATER INTERMEDIATE, , , , , , ,74,50,122,85, , , , ,331
52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,45,103,101,111,94,104,89, , , , , , , ,647
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHL,19,89,109,93,93,80,79, , , , , , , ,562
52,PINELLAS,3411,PINELLAS PARK MIDDLE SCHOOL, , , , , , , ,367,350,371, , , , ,"1,088"
52,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL, , , , , , , , , , ,637,549,499,487,"2,172"
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,35,115,123,144,127,119,119, , , , , , , ,782
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOO,26,77,85,104,91,84,89, , , , , , , ,556
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL, ,75,158,143,140,141,133, , , , , , , ,790
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOO,35,91,111,114,96,102,113, , , , , , , ,662
52,PINELLAS,3741,SAFETY HARBOR MIDDLE SCHOOL, , , , , , , ,406,440,473, , , , ,"1,319"
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHL,26,102,107,117,124,114,101, , , , , , , ,691
52,PINELLAS,3761,JAMES B. SANDERLIN PK-8,47,52,52,54,66,63,61,65,63,62, , , , ,585
52,PINELLAS,3781,ST. PETERSBURG HIGH SCHOOL, , , , , , , , , , ,604,559,527,505,"2,195"
52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,36,61,72,65,57,90,74, , , , , , , ,455
52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL, ,58,72,83,75,73,55, , , , , , , ,416
52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,17,98,97,108,111,98,109, , , , , , , ,638
52,PINELLAS,3921,SEMINOLE HIGH SCHOOL, , , , , , , , , , ,564,559,527,482,"2,132"
52,PINELLAS,3931,SEMINOLE MIDDLE SCHOOL, , , , , , , ,365,349,445, , , , ,"1,159"
52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,45,86,97,96,98,69,86, , , , , , , ,577
52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,30,106,117,132,128,99,96, , , , , , , ,708
52,PINELLAS,4061,JOHN HOPKINS MIDDLE SCHOOL, , , , , , , ,253,286,285, , , , ,824
52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL, ,109,125,125,112,120,105, , , , , , , ,696
52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,30,99,116,109,97,99,122, , , , , , , ,672
52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,29,78,106,94,95,109,104, , , , , , , ,615
52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,33,84,89,102,117,81,109, , , , , , , ,615
52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,13,76,82,92,90,84,106, , , , , , , ,543
52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHO,26,117,109,109,98,98,87, , , , , , , ,644
52,PINELLAS,4521,TARPON SPRINGS HIGH SCHOOL,14, , , , , , , , , ,381,382,318,307,"1,402"
52,PINELLAS,4581,TARPON SPRINGS MIDDLE SCHOOL, , , , , , , ,296,278,299, , , , ,873
52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,51,132,132,154,128,128,117, , , , , , , ,842
52,PINELLAS,4611,TYRONE MIDDLE SCHOOL, , , , , , , ,261,252,291, , , , ,804
52,PINELLAS,4631,THURGOOD MARSHALL FUNDAMENTAL, , , , , , , ,298,302,305, , , , ,905
52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE, ,36,54,36,54,44,44, , , , , , , ,268
52,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH, , , , , , , , , , ,658,628,622,614,"2,522"
52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,43,91,97,95,81,76,80, , , , , , , ,563
52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL, ,89,105,106,103,99,111, , , , , , , ,613
52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,27,51,69,75,55,38,50, , , , , , , ,365
52,PINELLAS,6181,EAST LAKE HIGH SCHOOL, , , , , , , , , , ,539,523,526,502,"2,090"
52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,30,99,112,97,105,112,113, , , , , , , ,668
52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHL,45,110,109,128,92,133,137, , , , , , , ,754
52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,29,106,98,103,99,94,102, , , , , , , ,631
52,PINELLAS,6281,LAKE ST. GEORGE ELEM. SCHOOL,32,94,88,101,100,84,91, , , , , , , ,590
52,PINELLAS,6311,GULF BEACHES ELEMENTARY MAGNET, ,71,48,53,53,43,36, , , , , , , ,304
52,PINELLAS,6361,KINGS HIGHWAY ELEMENTARY MAGNE,76,49,36,36,35,38,30, , , , , , , ,300
52,PINELLAS,6371,PINELLAS GULF COAST ACADEMY, , , , , , , , , , ,34,64,114,168,380
52,PINELLAS,6391,EAST LAKE MIDDLE SCHOOL ACADEM, , , , , , , ,130,128,130, , , , ,388
52,PINELLAS,7006,PINELLAS VIRTUAL INSTRUC (COUR,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52,PINELLAS,7021,EXTENDED TRANSITION COUNTYWIDE, , , , , , , , , , , , , ,213,213
52,PINELLAS,7023,PINELLAS VIRTUAL K-12, ,5,5,7,10,6,4,9,28,22,35,52,41,29,253
52,PINELLAS,7051,PINELLAS TELESCHOOL, , , , , , , , ,5,8,6,8,11,4,42
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,93, , , , ,43, , ,1,2,17,35,87,76,354
52,PINELLAS,7073,EYES-E-NINI-HASSEE CAMP, , , , , , , ,2,2,7,6,2,10,4,33
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,16,5,10,7,6,3,6,10,5,17,13,22,24,28,172
52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHO, ,37,34,54,37,42,44, , , , , , , ,248
52,PINELLAS,7151,ATHENIAN ACADEMY, ,51,36,48,36,40,35,14,21,17, , , , ,298
52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY, , , , , ,90,91,89,87,81, , , , ,438
52,PINELLAS,7181,PLATO ACADEMY CLEARWATER, ,36,37,34,37,44,45,45,45,41, , , , ,364
52,PINELLAS,7191,ST. PETERSBURG COLLEGIATE HIGH, , , , , , , , , , , ,73,88,80,241
52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL, ,16,13,16,14,14,8,12, , , , , , ,93
52,PINELLAS,7271,PINELLAS PRIMARY ACADEMY, ,73,73,90,89, , , , , , , , , ,325
52,PINELLAS,7281,PLATO ACADEMY PALM HARBOR CHAR, ,37,36,35,36,46,44,44,44,42, , , , ,364
52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND S, ,66,71,109,55,45,58,45,41,28, , , , ,518
52,PINELLAS,7301,WINDSOR PREPARATORY ACADEMY, ,118,128,107,72,78,55, , , , , , , ,558
52,PINELLAS,7311,UNIVERSITY PREPARATORY ACADEMY, ,62,63,58,56,37,41,37,55,23, , , , ,432
52,PINELLAS,7331,DISCOVERY ACADEMY OF SCIENCE C, ,33,32,18,24,16, , , , , , , , ,123
52,PINELLAS,7341,FLORIDA VIRTUAL ACADEMY AT PIN, ,9,20,25,26,15,14,9,9,6, , , , ,133
52,PINELLAS,7351,EAST WINDSOR MIDDLE ACADEMY, , , , , , , ,62,17,8, , , , ,87
52,PINELLAS,7361,NEWPOINT PINELLAS ACADEMY, , , , , , , ,45,25,22, , , , ,92
52,PINELLAS,7371,NEWPOINT CHARTER SCHOOL, , , , , , , , , , ,29,17,20,25,91
52,PINELLAS,7381,PLATO ACADEMY LARGO CHARTER SC, ,36,36,36,36,44,46,44,45,41, , , , ,364
52,PINELLAS,7481,PLATO SEMINOLE, ,37,36,36,35,48,47,47,39,35, , , , ,360
52,PINELLAS,7491,MYCROSCHOOL PINELLAS, , , , , , , , , , ,7,28,73,145,253
52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL T, ,37,35,37,35,46,46,43,41, , , , , ,320
52,PINELLAS,7681,PLATO ACADEMY OF ST.PETERSBURG, ,54,56,54,52, , , , , , , , , ,216
52,PINELLAS,7731,ENTERPRISE CHARTER HIGH SCHOOL, , , , , , , , , , ,1,18,276,142,437
52,PINELLAS,8012,CHARLES BRITT ACADEMY, , , , , , , , ,1, ,12,7,7,1,28
52,PINELLAS,8015,EWES-ECKERD YOUTH CHALLENGE, , , , , , , ,1,3,9,26,13,4,2,58
52,PINELLAS,8028,PACE CENTER FOR GIRLS, , , , , , , ,1,5,15,10,10,8,2,51
52,PINELLAS,8031,PINELLAS JUVENILE DET CTR, , , , , , , ,1,5,11,21,18,11,1,68
52,PINELLAS,8033,AMI KIDS PINELLAS, , , , , , , , , ,5,9,5,2, ,21
52,PINELLAS,8034,AMI KIDS CENTER FOR PERSONAL G, , , , , , , ,3,13,10, , , , ,26
52,PINELLAS,8060,PINELLAS COUNTY JAIL, , , , , , , , , ,3,5,5,13, ,26
53,POLK,0031,LAKELAND SENIOR HIGH SCHOOL, , , , , , , , , , ,675,563,477,424,"2,139"
53,POLK,0043,LAWTON CHILES MIDDLE ACADEMY, , , , , , , ,223,224,213, , , , ,660
53,POLK,0051,SOUTHWEST MIDDLE SCHOOL, , , , , , , ,283,271,299, , , , ,853
53,POLK,0061,CARLTON PALMORE ELEM. SCHOOL,31,78,91,96,86,67,79, , , , , , , ,528
53,POLK,0081,CLEVELAND COURT ELEM. SCHOOL, ,56,77,74,70,67,40, , , , , , , ,384
53,POLK,0091,COMBEE ELEMENTARY SCHOOL,31,111,138,127,119,104,82, , , , , , , ,712
53,POLK,0092,DORIS A. SANDERS LEARNING CTR,1, ,1,3,4,5,7,6,11,9,5,8,4,24,88
53,POLK,0101,CRYSTAL LAKE ELEMENTARY SCHOOL,50,97,100,98,99,83,73, , , , , , , ,600
53,POLK,0131,DIXIELAND ELEMENTARY SCHOOL, ,72,104,70,85,64,66, , , , , , , ,461
53,POLK,0151,PHILIP O'BRIEN ELEMENTARY SCHO,18,94,97,103,92,98,81, , , , , , , ,583
53,POLK,0181,MEDULLA ELEMENTARY SCHOOL,52,118,89,104,97,88,87, , , , , , , ,635
53,POLK,0191,R. BRUCE WAGNER ELEMENTARY SCH,37,109,144,150,143,108,126, , , , , , , ,817
53,POLK,0201,NORTH LAKELAND ELEMENTARY SCHO,38,135,129,104,130,116,98, , , , , , , ,750
53,POLK,0231,SOUTHWEST ELEMENTARY SCHOOL,29,84,75,65,88,70,68, , , , , , , ,479
53,POLK,0251,LINCOLN AVENUE ACADEMY, ,101,93,107,108,88,87, , , , , , , ,584
53,POLK,0261,ROCHELLE SCHOOL OF THE ARTS,14,72,72,88,88,92,95,103,100,100, , , , ,824
53,POLK,0311,DANIEL JENKINS ACADEMY TECH, , , , , , , ,167,167,164, , , , ,498
53,POLK,0321,SHELLEY S. BOONE MIDDLE SCHOOL, , , , , , , ,274,328,321, , , , ,923
53,POLK,0331,ALTA VISTA ELEMENTARY SCHOOL,36,160,153,168,140,134,126, , , , , , , ,917
53,POLK,0341,SANDHILL ELEMENTARY SCHOOL,37,133,150,146,144,137,121, , , , , , , ,868
53,POLK,0361,EASTSIDE ELEMENTARY SCHOOL,30,160,182,175,238,126,129, , , , , , , ,"1,040"
53,POLK,0391,BETHUNE ACADEMY, ,72,72,72,72,85,88, , , , , , , ,461
53,POLK,0401,DAVENPORT SCHOOL OF THE ARTS,50,90,90,91,91,109,113,153,153,146, , , , ,"1,086"
53,POLK,0421,DON E WOODS OPPORTUNITY CENTER, , , , , , , ,22,36,25,18,22,3,1,127
53,POLK,0441,RIDGEVIEW GLOBAL STUDIES ACAD., ,145,146,144,146,138,134, , , , , , , ,853
53,POLK,0481,WINTER HAVEN SENIOR HIGH SCHL, , , , , , , , , , ,553,579,472,350,"1,954"
53,POLK,0491,DENISON MIDDLE SCHOOL, , , , , , , ,256,298,288, , , , ,842
53,POLK,0531,FRANK E. BRIGHAM ACADEMY, ,87,89,87,87,89,88, , , , , , , ,527
53,POLK,0571,WESTWOOD MIDDLE SCHOOL, , , , , , , ,275,263,283, , , , ,821
53,POLK,0591,ELBERT ELEMENTARY SCHOOL,31,104,91,118,106,92,96, , , , , , , ,638
53,POLK,0601,FRED G. GARNER ELEMENTARY SCHL,55,97,118,90,105,88,93, , , , , , , ,646
53,POLK,0611,INWOOD ELEMENTARY SCHOOL,18,65,66,64,67,74,58, , , , , , , ,412
53,POLK,0621,LAKE SHIPP ELEMENTARY SCHOOL,18,81,84,88,118,82,79, , , , , , , ,550
53,POLK,0631,JOHN SNIVELY ELEMENTARY,36,75,74,71,80,75,56, , , , , , , ,467
53,POLK,0651,LAKE ALFRED ELEMENTARY SCHOOL,16,95,90,76,101,86,85, , , , , , , ,549
53,POLK,0661,KAREN M. SIEGEL ACADEMY,8,4,6,5,7,6,9,7,14,13,12,6,15,52,164
53,POLK,0681,WAHNETA ELEMENTARY SCHOOL,55,83,72,79,93,62,58, , , , , , , ,502
53,POLK,0711,JEWETT MIDDLE ACADEMY MAGNET, , , , , , , ,215,215,176, , , , ,606
53,POLK,0712,JEWETT SCHOOL OF THE ARTS,22,72,71,71,72,88,88,85,88,81, , , , ,738
53,POLK,0791,FT. MEADE MIDDLE/SR. HIGH SCHL, , , , , , , ,129,110,99,117,116,94,72,737
53,POLK,0802,LEWIS ANNA WOODBURY ELEMENTARY,47,119,99,102,112,96,92, , , , , , , ,667
53,POLK,0811,AUBURNDALE SENIOR HIGH SCHOOL, , , , , , , , , , ,469,471,381,320,"1,641"
53,POLK,0821,JERE L. STAMBAUGH MIDDLE, , , , , , , ,286,286,279, , , , ,851
53,POLK,0841,LENA VISTA ELEMENTARY SCHOOL,36,134,150,132,156,113,140, , , , , , , ,861
53,POLK,0851,AUBURNDALE CENTRAL ELEMENTARY,36,77,81,69,72,59,60, , , , , , , ,454
53,POLK,0861,WALTER CALDWELL ELEM. SCHOOL,26,88,108,110,115,105,91, , , , , , , ,643
53,POLK,0881,POLK CITY ELEMENTARY SCHOOL,18,89,89,63,68,77,67, , , , , , , ,471
53,POLK,0901,BARTOW SENIOR HIGH SCHOOL, , , , , , , , , , ,613,573,468,385,"2,039"
53,POLK,0916,DAVENPORT COMMUNITY CAMPUS, , , , , , , , , , ,6,17,29,257,309
53,POLK,0931,BARTOW MIDDLE SCHOOL, , , , , , , ,281,270,275, , , , ,826
53,POLK,0932,COMPASS MIDDLE CHARTER SCHOOL, , , , , , ,45,65,54,17, , , , ,181
53,POLK,0933,CHAIN OF LAKES ELEMENTARY SCHO,63,171,163,178,181,163,158, , , , , , , ,"1,077"
53,POLK,0937,RIDGE COMMUNITY HIGH SCHOOL, , , , , , , , , , ,696,669,597,500,"2,462"
53,POLK,0941,BARTOW ELEMENTARY ACADEMY, ,72,72,72,72,88,88, , , , , , , ,464
53,POLK,0961,FLORAL AVENUE ELEMENTARY SCHOO,31,95,91,93,105,73,69, , , , , , , ,557
53,POLK,0962,JEAN O'DELL LEARNING CENTER,2,2,2, ,6,7,5,10,6,7,4,5,5,16,77
53,POLK,0971,UNION ACADEMY, , , , , , , ,136,131,122, , , , ,389
53,POLK,0981,GIBBONS STREET ELEMENTARY SCHO,36,53,54,47,58,40,37, , , , , , , ,325
53,POLK,1041,ALTURAS ELEMENTARY SCHOOL,18,45,48,60,53,62,57, , , , , , , ,343
53,POLK,1051,TENOROC HIGH SCHOOL, , , , , , , , , , ,371,292,299,208,"1,170"
53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOO,25,86,55,70,61,64,67, , , , , , , ,428
53,POLK,1131,MULBERRY SENIOR HIGH SCHOOL, , , , , , , , , , ,299,276,273,208,"1,056"
53,POLK,1141,PURCELL ELEMENTARY SCHOOL,24,73,82,86,76,72,92, , , , , , , ,505
53,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,62,93,120,102,99,99,71, , , , , , , ,646
53,POLK,1161,MULBERRY MIDDLE SCHOOL, , , , , , , ,374,346,315, , , , ,"1,035"
53,POLK,1181,KATHLEEN SENIOR HIGH SCHOOL, , , , , , , , , , ,631,587,513,393,"2,124"
53,POLK,1191,KATHLEEN MIDDLE SCHOOL, , , , , , , ,226,267,271, , , , ,764
53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,18,97,82,73,100,90,95, , , , , , , ,555
53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,18,67,76,93,82,81,59, , , , , , , ,476
53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,44,102,102,102,120,93,81, , , , , , , ,644
